id,body,user_id,user_login,message_source,message_type,avatar_url,avatar_url_ssl,investor_relations,private_relations,reply_count,reply_parent,chart,forex,future,filtered,followers,following,recommended,mention_ids,stock_ids,stock_symbols,in_reply_to_message_id,in_reply_to_user_id,in_reply_to_user_login,updated_at,created_at
407487,@dustin I&amp;#39;m long $aapl or at least until $goog OS is out next year.,2,genevate,default,normal,http://avatars.stocktwits.com/production/2/thumb-1330556785.png?407487,https://s3.amazonaws.com/st-avatars/production/2/thumb-1330556785.png?407487,false,false,0,false,false,false,false,false,0,0,false,1,"686,2044","AAPL,GOOG",,1,dustin,Fri Jul 10 21:47:36 UTC 2009,Fri Jul 10 21:47:36 UTC 2009
407509,Where&amp;#39;s Soren?,2,genevate,default,normal,http://avatars.stocktwits.com/production/2/thumb-1330556785.png?407509,https://s3.amazonaws.com/st-avatars/production/2/thumb-1330556785.png?407509,false,false,0,false,false,false,false,false,0,0,true,,,,,,,Fri Jul 10 22:13:47 UTC 2009,Fri Jul 10 22:13:47 UTC 2009
407519,right here.,3,sorenmacbeth,default,normal,http://avatars.stocktwits.com/production/3/thumb-1315848023.png?407519,https://s3.amazonaws.com/st-avatars/production/3/thumb-1315848023.png?407519,false,false,0,false,false,false,false,false,1,0,true,,,,,,,Fri Jul 10 22:25:42 UTC 2009,Fri Jul 10 22:25:42 UTC 2009
407520,@chris $goog os is a major fail waiting to happen.,3,sorenmacbeth,default,normal,http://avatars.stocktwits.com/production/3/thumb-1315848023.png?407520,https://s3.amazonaws.com/st-avatars/production/3/thumb-1315848023.png?407520,false,false,0,false,false,false,false,false,1,0,true,"",2044,GOOG,,,,Fri Jul 10 22:26:10 UTC 2009,Fri Jul 10 22:26:10 UTC 2009
407672,"hello premium",3,sorenmacbeth,default,normal,http://avatars.stocktwits.com/production/3/thumb-1315848023.png?407672,https://s3.amazonaws.com/st-avatars/production/3/thumb-1315848023.png?407672,false,false,0,false,false,false,false,false,2,0,true,,,,,,,Sat Jul 11 04:50:58 UTC 2009,Sat Jul 11 04:50:58 UTC 2009
407675,@sorenmacbeth it&amp;#39;s workign very well.,2,genevate,default,normal,http://avatars.stocktwits.com/production/2/thumb-1330556785.png?407675,https://s3.amazonaws.com/st-avatars/production/2/thumb-1330556785.png?407675,false,false,0,false,false,false,false,false,0,1,false,3,,,,3,sorenmacbeth,Sat Jul 11 04:54:26 UTC 2009,Sat Jul 11 04:54:26 UTC 2009
407688,$GOOG nice rally off breakdown,5,howardlindzon,default,normal,http://avatars.stocktwits.com/production/5/thumb-1314510834.png?407688,https://s3.amazonaws.com/st-avatars/production/5/thumb-1314510834.png?407688,false,false,0,false,false,false,false,false,0,0,true,,2044,GOOG,,,,Sat Jul 11 05:35:10 UTC 2009,Sat Jul 11 05:35:10 UTC 2009
407689,$AAPL liver,5,howardlindzon,default,normal,http://avatars.stocktwits.com/production/5/thumb-1314510834.png?407689,https://s3.amazonaws.com/st-avatars/production/5/thumb-1314510834.png?407689,false,false,0,false,false,false,false,false,0,0,true,,686,AAPL,,,,Sat Jul 11 05:36:05 UTC 2009,Sat Jul 11 05:36:05 UTC 2009
407690,hhhhhhhhhhhowie,5,howardlindzon,default,normal,http://avatars.stocktwits.com/production/5/thumb-1314510834.png?407690,https://s3.amazonaws.com/st-avatars/production/5/thumb-1314510834.png?407690,false,false,0,false,false,false,false,false,0,0,true,,,,,,,Sat Jul 11 05:37:48 UTC 2009,Sat Jul 11 05:37:48 UTC 2009
407691,RT @howardlindzon $AAPL liver,5,howardlindzon,default,normal,http://avatars.stocktwits.com/production/5/thumb-1314510834.png?407691,https://s3.amazonaws.com/st-avatars/production/5/thumb-1314510834.png?407691,false,false,0,false,false,false,false,false,0,0,true,5,686,AAPL,,5,howardlindzon,Sat Jul 11 05:38:01 UTC 2009,Sat Jul 11 05:38:01 UTC 2009
