Fri Aug 21 02:43:48 UTC 2009,C,"<neutral>don&#39;t look now, but $C has had hugh volume past couple of weeks and is creeping up to several month highs.</neutral>",0
Tue Sep 01 13:24:04 UTC 2009,C,<neutral>First post.  Great app and using left monitor for this.  Still holding $C</neutral>,0
Tue Sep 01 13:56:43 UTC 2009,"AAPL,BCRX,C,CFSG,INCY,PHO,SH,SIRI","<very positive>trade ideas: $bcrx $incy $c $sh ... investment ideas: $CFSG $SIRI $AAPL $PHO ($CFSG long in the tooth tho, i&#39;ve owned since $8)</very positive>",5
Tue Sep 01 15:28:50 UTC 2009,C,<neutral>out all but token 100 shares $C @ $4.83 from $3.40</neutral>,0
Tue Sep 01 15:41:33 UTC 2009,C,<neutral>not a buyer of $C until $4.60 or $4.50</neutral>,0
Tue Sep 01 15:42:06 UTC 2009,C,<positive>@kmdric $C support @ 4.61</positive>,2
Tue Sep 01 15:44:13 UTC 2009,C,<very positive>One more dip buy 1/2 position $C at 4.71. I had a great morning so just playing with profits for the moment.</very positive>,5
Tue Sep 01 16:35:55 UTC 2009,"BAC,C,WFC",<neutral>Banks are taking a hit. $C $BAC $WFC such a house of cards.</neutral>,0
Tue Sep 01 17:14:11 UTC 2009,C,<neutral>Buy $C at $4.60 still good? or wait for lower price?</neutral>,0
Tue Sep 01 22:56:16 UTC 2009,C,<negative>Buying $C at 4.5 AH to play for a bounce. I still think we see pullback to low 4s which is where I will look to start longer position.  </negative>,-2
Wed Sep 02 00:54:08 UTC 2009,C,<neutral>some insight into what will happen tommorrow$C http://www.marketwatch.com/story/japanese-shares-slide-as-financials-exporters-hit-2009-09-01</neutral>,0
Wed Sep 02 01:32:09 UTC 2009,C,"<positive>Well, I am back to flat on my $C ... we&#39;ll see what happens tomorrow before I make a decision.</positive>",1
Wed Sep 02 14:47:30 UTC 2009,"AIG,C,FNM,FRE","<very negative>No shocker that the chasers in $fnm $c, $aig $fre are now buried and are deer in the headlights.   </very negative>",-8
Wed Sep 02 15:55:31 UTC 2009,C,"<positive>$C in a nice tight wedge and holding trendline on 5-min., could pop...or not.</positive>",2
Wed Sep 02 16:05:30 UTC 2009,"C,NVAX",<positive>@tickerville your inputs on $NVAX and $C Thanks !!</positive>,2
Wed Sep 02 17:08:27 UTC 2009,C,"<negative>Bought $C @ 4.61 (9-1) missed the 4.30 today. A POP would me nice, Bought #NVAX @ 1.90 in May, I missed that $7.00 POP (9-1).</negative>",-3
Wed Sep 02 19:21:05 UTC 2009,C,<neutral>someone just spent a buttload of money on $c </neutral>,0
Wed Sep 02 19:21:06 UTC 2009,C,<negative>$C getting ready to act ridiculous.</negative>,-2
Wed Sep 02 19:22:16 UTC 2009,C,<neutral>out of my $C position on spike.</neutral>,0
Wed Sep 02 19:28:43 UTC 2009,C,<negative>$C volume not justifying current spike... i m staying out for now... may b short squeeze</negative>,-3
Thu Sep 03 05:14:44 UTC 2009,C,"<neutral>Still holding shares at of  $C at $4.61, waiting for the POP! Up Thursday.</neutral>",0
Thu Sep 03 13:12:46 UTC 2009,C,<neutral>$C shareholders approved reverse split at one of 7 ratios (Dow Jones News Wire)</neutral>,0
Thu Sep 03 13:13:35 UTC 2009,"AIG,C",<neutral>@aiki14 sweet. $C is the new $AIG</neutral>,0
Thu Sep 03 13:22:37 UTC 2009,C,<neutral>@stevenplace Are you a buyer of $C now?</neutral>,0
Thu Sep 03 13:22:57 UTC 2009,C,"<very negative>$C trying to make itself a viable investment for institutions via a reverse split, i have no doubt it will work, and people will lose money</very negative>",-4
