Tue Sep 01 14:41:12 UTC 2009,"POT,UUP",<negative>Watching $POT lose gains while $UUP looks to break daily vwap.</negative>,-2
Tue Sep 01 17:17:07 UTC 2009,"POT,UUP",<neutral>And $UUP brakes R2 and $POT looking to break S2</neutral>,0
Wed Sep 02 14:29:28 UTC 2009,POT,"<neutral>$POT  what&#39;s with that, up 1.67% as of post  $$</neutral>",0
Tue Sep 08 11:03:52 UTC 2009,"AGU,POT,USD",<neutral>Lower $USD will be good for the ags today - like $POT but hate the gap.  Going with $AGU here w/1st target of 53 $$</neutral>,0
Tue Sep 08 12:05:11 UTC 2009,"ANN,WSM,SHLD,RHT,POT,PLD,MET,GD,DVN,BEN,X","<very positive>Order out to get long $BEN $GD long positions in $ANN $POT $RHT $X $PLD $MET. Short $SHLD $DVN $WSM. Mostly options, long theta.</very positive>",8
Wed Sep 09 17:30:07 UTC 2009,POT,<positive>$POT looking ugly here. I&#39;ve been long via Sep 85/80 put spread. Watching to see what happens with 5DMA.</positive>,1
Thu Sep 10 13:36:37 UTC 2009,POT,<neutral>Watching $POT to see if it fills gap. Will look at shorting via calls around 91 level. Turn put spread into iron condor.</neutral>,0
Thu Sep 10 18:55:15 UTC 2009,POT,"<neutral>Oil same as all assets , all the same $POT  http://chart.ly/knqrem who needs diversity in portfolios anymore, all the same</neutral>",0
Fri Sep 11 09:59:59 UTC 2009,"AKS,FSLR,POT,X","<negative>$FSLR German solar stocks trading a bit weaker 2day $X $AKS steelmakers in DAX r strong, Salzgitter leading index $POT equivalent K+S up $$</negative>",-1
Fri Sep 11 13:37:38 UTC 2009,POT,<neutral>waiting to see what happens with $POT at 50 MA before legging into that iron condor with the sell of the 95/100 call spread.</neutral>,0
Fri Sep 11 14:56:30 UTC 2009,POT,<neutral>Legged into that iron condor on $POT</neutral>,0
Fri Sep 11 16:44:06 UTC 2009,POT,<neutral>Sold a few of those puts in $POT at 1.95 for +.39</neutral>,0
Fri Sep 11 16:51:21 UTC 2009,POT,<negative>Sold remainder of $POT at 2. Gap filled no sense getting greedy.</negative>,-3
Mon Sep 14 16:18:39 UTC 2009,"MON,POT",<very positive>$pot long and $mon long here</very positive>,8
Mon Sep 14 19:55:14 UTC 2009,POT,"<positive>$pot , mon so far so good</positive>",2
Tue Sep 15 13:14:03 UTC 2009,POT,"<very positive>$pot  long term fertilzier trends remain strong , bot this and MON yesterday</very positive>",5
Tue Sep 15 14:28:26 UTC 2009,"C,POT",<positive>$POT forming same patern as yesterday up to the side. $C support here</positive>,2
Tue Sep 15 18:33:22 UTC 2009,POT,<positive>$pot nice catch yest</positive>,2
Tue Sep 15 19:52:23 UTC 2009,POT,"<neutral>Following some money into $POT, this action is creating a daily buy signal on my charts. I&#39;m not thinking I&#39;m just doing.</neutral>",0
Tue Sep 15 19:58:30 UTC 2009,"ALK,YHOO,X,WYNN,POT,MOT,MGM,LVS,LCC,JBLU,GE,FSLR,DAC,CAT,CAR,CAL,AMR,ZION",<positive>Best movers in portfolio/wacthlist up&gt;4%:$AA $GE $MOT $X $CAT $YHOO $FSLR $LVS $MGM $WYNN $AMR DAL $CAL $LCC $JBLU $ALK $DAC $ZION $CAR $POT</positive>,2
Wed Sep 16 15:24:08 UTC 2009,POT,"<negative>Out of $POT calls with slight loss, just selling things today and looking to fade at close if market doesn&#39;t on its own today.</negative>",-2
Wed Sep 16 15:24:41 UTC 2009,POT,"<negative>Out of $POT calls with slight loss, just selling things today and looking to fade at close if market doesn&#39;t on its own today.</negative>",-2
Thu Sep 17 13:48:55 UTC 2009,POT,<neutral>Still in my $POT iron condor although the calls are under water now but position still +</neutral>,0
Fri Sep 18 13:54:30 UTC 2009,POT,<positive>Watching $POT closely as I&#39;m up .40 in the spread. would like to see pin at 95.</positive>,1
Fri Sep 18 16:08:55 UTC 2009,POT,<neutral>I&#39;ve seen a +.95 gain in my $POT position here as it gravitates to 95 for pin action. Will get out before 1pm.</neutral>,0
Fri Sep 18 16:59:59 UTC 2009,POT,<positive>Taking my +.60 in $POT spread and moving on. Theta is the best employee ever!</positive>,2
Sat Sep 19 02:56:29 UTC 2009,POT,<negative>$POT cut its guidance after hours [price dropped $4] and S&amp;P downgraded as well on poor outlook.  Schmucks http://bit.ly/1S5dd $$</negative>,-3
Sat Sep 19 14:56:21 UTC 2009,"BHP,FCX,POT",<neutral>$BHP hunting for assets. $POT &amp; $FCX possibilites. HT WSJ</neutral>,0
Sat Sep 19 20:09:55 UTC 2009,"MON,POT",<negative>$pot citing weak demand for restocking by end user - have to listen to $Mon &#39;s CC to get better idea  http://bit.ly/ZEjVq </negative>,-3
Sat Sep 19 20:10:38 UTC 2009,POT,"<positive>$pot - if people are not buying food, then why would they buy clothing / consumer discretionary - only guess is sin is more fun :)</positive>",2
Mon Sep 21 09:14:18 UTC 2009,"DB,POT,X","<neutral>$DAX long list of losers in the Index: $DB -3,5% K+S (is like $POT) -4,5% steelmaker Salzgitter ($X) - 2,5% http://is.gd/3w7qc $$</neutral>",0
Mon Sep 21 12:14:37 UTC 2009,POT,<positive>$POT sold off after Fridays close when they lowered guidance.  Love it when cos do that AH on a Fri.   One to watch.  $$</positive>,1
Mon Sep 21 12:19:03 UTC 2009,"BUCY,CLF,FSLR,PLCE,POT,STP,SVA",<neutral>$BUCY $STP $CLF $PLCE $SVA $FSLR $POT on my watchlist today. $$</neutral>,0
Mon Sep 21 13:53:04 UTC 2009,POT,<very negative>$POT went short at the open</very negative>,-4
Mon Sep 21 19:57:41 UTC 2009,"AGU,MOS,POT","<negative>Reviewing $AGU $POT $MOS for tomorrow - still nervous of big moves in commods, rebounds have been good after.</negative>",-1
Mon Sep 21 20:25:49 UTC 2009,POT,<neutral>$POT</neutral>,0
Tue Sep 22 14:11:29 UTC 2009,"AAPL,AMZN,OIH,POT,RIG","<neutral>Breakouts on $RIG, $POT, $AMZN, $OIH...$AAPL should resume prior highs</neutral>",0
Tue Sep 22 14:16:18 UTC 2009,"MOS,POT,XLB,XLE",<very positive>Glad I didn&#39;t short commods - $POT $MOS $XLB $XLE recovery for the day</very positive>,7
Thu Sep 24 17:49:51 UTC 2009,"POT,X",<very positive>$DXY breaks higher yet $POT and $X haven&#39;t broken lower...just sayin.</very positive>,4
Sat Sep 26 14:27:37 UTC 2009,"FCX,MON,POT,TIE,TRA",<neutral>@stevenplace can you please cover agg names $pot $mon $tra and also $tie $FCX if someone hasnt already asked</neutral>,0
Mon Sep 28 14:18:50 UTC 2009,POT,<very negative>Short $POT at 90.88</very negative>,-4
Mon Sep 28 15:06:54 UTC 2009,"AEM,BIDU,POT",<neutral>We&#39;re going to break out; Out $AEM 65.44; out $POT 91.22; out $BIDU 394.25</neutral>,0
Mon Sep 28 18:30:58 UTC 2009,POT,<neutral>Countertrend trade initiated in $POT at break of 91.09</neutral>,0
Tue Sep 29 15:05:35 UTC 2009,POT,<neutral>Out $POT 90.21</neutral>,0
Wed Sep 30 13:56:24 UTC 2009,POT,"<neutral>RT @schaeffers Option Skews - Relatively Heavy Put Activity on $POT, Dr. Reddy&#39;s Laboratories Ltd, PNC.. http://bit.ly/JTkdD</neutral>",0
Wed Sep 30 17:02:20 UTC 2009,POT,<neutral>$POT at potential brkout or brkdn level</neutral>,0
Thu Oct 01 17:02:40 UTC 2009,"MON,POT",<positive>$POT $MON shorts perfect setups yesterday for wedge breaks.  congrats shorts</positive>,2
Thu Oct 01 19:32:37 UTC 2009,"EURUSD,POT,SYNA","<neutral>done for day.. still in part positions $SYNA, $POT, and $EURUSD shorts</neutral>",0
Sat Oct 03 16:50:14 UTC 2009,"IPI,MON,MOS,POT","<very negative>ag names reporting this week.  $MOS(monday) and $MON(wed)  ..enitre sector in bearish trends incl $POT, $IPI  $$</very negative>",-5
Tue Oct 06 17:33:55 UTC 2009,POT,<very negative>$pot short 89.54</very negative>,-4
Tue Oct 06 18:38:30 UTC 2009,POT,<neutral>$pot covered 88.18 +1.4</neutral>,0
Thu Oct 08 15:26:54 UTC 2009,"AIG,MA,OIH,POT","<neutral>Notice the stocks not participating $MA, $OIH, $POT, $AIG, et al</neutral>",0
Thu Oct 08 18:50:15 UTC 2009,"GT,LVS,MGM,NYT,POT,WYNN,X","<positive>Some favorite stocks out of portfolio:  I´ve re-started from Oct dips (held em b4, but sold between): $GT $NYT $LVS $WYNN $MGM $POT $X</positive>",1
Thu Oct 08 19:37:24 UTC 2009,POT,<positive>$POT holding up nicely..</positive>,2
Fri Oct 09 14:08:18 UTC 2009,"AGU,MOS,POT","<positive>$agu remians strongest of fertilizer stpocks but has chopped me too death long again ($pot , $mos) </positive>",2
Fri Oct 09 16:07:12 UTC 2009,"ALV,POT,VZ","<negative>Top 3 stocks bought on weakness as of 11:02am (WSJ) $VZ, $POT, $ALV</negative>",-2
Fri Oct 09 18:12:32 UTC 2009,"POT,ROST,VZ","<negative>Top 3 stocks bought on weakness as of 1:03pm (WSJ) $VZ, $POT, $ROST</negative>",-2
Wed Oct 14 14:38:30 UTC 2009,"AAPL,AIG,BIDU,GS,IBM,IYR,POT,RIMM",<negative>$IYR $AIG $BIDU still failing; $RIMM $POT $AAPL $GS $IBM all attempting bounce</negative>,-3
Wed Oct 14 15:09:19 UTC 2009,POT,<neutral>Abreak of $POT 94.17 area suggests a push to 96.5ish likely</neutral>,0
Thu Oct 15 08:51:24 UTC 2009,"MS,POT",<neutral>$DAX member K+S (equivalent to $POT) dowgraded by $MS  Abstufung http://bit.ly/2r7V0u $$</neutral>,0
Fri Oct 16 09:18:08 UTC 2009,"DAI,POT","<negative>$DAX was at new ytd high this morning - http://is.gd/4maA5 $DAI +2% with the leadesr in index K+S ($POT) +1,5% steelmakers weak 2day $$</negative>",-3
Fri Oct 16 14:31:56 UTC 2009,"MOS,POT,SQM",<positive>ags quite strong today $pot $MOS $SQM  bought a little $sqm</positive>,1
Fri Oct 16 15:02:36 UTC 2009,"OIH,POT",<negative>$OIH at potential support; $POT continuing to scream forward...commodities story on grains driving this one</negative>,-2
Fri Oct 16 15:41:22 UTC 2009,"FRO,GMR,GOOG,HAL,HRS,POT","<neutral>Just checked portfolio/watchlist for movers up&gt;3$: $HRS $FRO $GMR $GOOG $HAL RYL and maybe $POT (+2,6%) all others below or in the red  $$</neutral>",0
Fri Oct 16 17:48:12 UTC 2009,"AGU,IPI,MOS,POT,SQM",<neutral>Crappers smelling themselves $MOS $POT $AGU $IPI $SQM</neutral>,0
Fri Oct 16 18:33:34 UTC 2009,POT,<neutral>buying $pot on a break of 97-ish</neutral>,0
Fri Oct 16 19:38:08 UTC 2009,POT,<positive>would like to get some EOW lunch money out of $POT</positive>,1
Fri Oct 16 19:49:08 UTC 2009,POT,<very positive>@stevenplace Literally made $30 bucks on 2 $POT contracts. Good for a couple Strongbows and/or Caucausians after hours. Thanks!</very positive>,4
