ABANDON,358.0769230769231
ABANDONED,194.1256830601093
ABANDONING,1986.81592039801
ABANDONMENT,1487.4999999999998
ABANDONMENTS,62.30968858131488
ABANDONS,2450.0
ABDICATED,792.1666666666666
ABDICATES,254.30379746835442
ABDICATING,2450.0
ABDICATION,816.6666666666666
ABDICATIONS,2450.0
ABERRANT,243.71323529411762
ABERRATION,193.648
ABERRATIONAL,192.9375
ABERRATIONS,111.60276073619632
ABETTING,236.64772727272728
ABNORMAL,88.89999999999999
ABNORMALITIES,38.324999999999996
ABNORMALITY,205.42307692307693
ABNORMALLY,93.52777777777777
ABOLISH,317.41379310344826
ABOLISHED,402.91015625
ABOLISHES,115.74803149606299
ABOLISHING,1562.8030303030305
ABROGATE,280.0
ABROGATED,326.93442622950823
ABROGATES,1446.8243243243242
ABROGATING,1431.4606741573034
ABROGATION,93.82978723404256
ABROGATIONS,2450.0
ABRUPT,407.7906976744186
ABRUPTLY,494.93951612903226
ABRUPTNESS,352.256371814093
ABSENCE,91.3949843260188
ABSENCES,74.64619883040936
ABSENTEEISM,48.61618798955613
ABUSE,44.46296296296297
ABUSED,1201.0845986984816
ABUSES,1475.176056338028
ABUSING,2450.0
ABUSIVE,94.28787878787878
ABUSIVELY,199.98493975903614
ABUSIVENESS,196.51041666666669
ACCIDENT,134.1205533596838
ACCIDENTAL,91.13785557986871
ACCIDENTALLY,213.92000000000002
ACCIDENTS,88.12686567164178
ACCUSATION,1886.9565217391305
ACCUSATIONS,737.1681415929204
ACCUSE,445.45454545454544
ACCUSED,104.89942528735632
ACCUSES,1018.0365296803652
ACCUSING,1164.5454545454545
ACQUIESCE,484.2890442890443
ACQUIESCED,1141.5384615384617
ACQUIESCES,2450.0
ACQUIESCING,332.66478342749525
ACQUIT,1065.75
ACQUITS,2450.0
ACQUITTAL,147.546468401487
ACQUITTALS,227.9598145285935
ACQUITTED,183.47533632286996
ACQUITTING,2450.0
ADULTERATE,872.2310126582279
ADULTERATED,180.7377049180328
ADULTERATING,165.1685393258427
ADULTERATION,90.16441441441441
ADULTERATIONS,97.68043478260869
ADVERSARIAL,112.62096774193549
ADVERSARIES,256.036036036036
ADVERSARY,453.97058823529414
ADVERSE,84.57037037037037
ADVERSELY,361.2974683544304
ADVERSITIES,255.9235668789809
ADVERSITY,195.24904214559388
AFTERMATH,117.60000000000001
AFTERMATHS,0.777
AGAINST,90.62267657992565
AGGRAVATE,619.9778024417313
AGGRAVATED,185.60606060606062
AGGRAVATES,2450.0
AGGRAVATING,698.2499999999999
AGGRAVATION,171.26886792452828
AGGRAVATIONS,237.91907514450867
ALERTED,2056.79012345679
ALERTING,2450.0
ALIENATE,846.5447154471544
ALIENATED,735.0
ALIENATES,264.66049382716045
ALIENATING,1494.6762589928057
ALIENATION,178.5981308411215
ALIENATIONS,177.25806451612902
ALLEGATION,410.10869565217394
ALLEGATIONS,108.42164179104476
ALLEGE,983.4186046511628
ALLEGED,78.61220472440945
ALLEGEDLY,155.09565217391304
ALLEGES,775.3846153846154
ALLEGING,911.440329218107
ANNOY,1153.3078880407124
ANNOYANCE,233.86363636363637
ANNOYANCES,94.3970588235294
ANNOYED,1016.2962962962963
ANNOYING,191.44808743169398
ANNOYS,2450.0
ANNUL,255.18005540166203
ANNULLED,306.1111111111111
ANNULLING,1845.514018691589
ANNULMENT,101.89463955637707
ANNULMENTS,1078.688524590164
ANNULS,1383.009708737864
ANOMALIES,76.70212765957447
ANOMALOUS,104.57317073170732
ANOMALOUSLY,52.06935123042506
